id,gender,religion,educ,income,space_housing,own_housing,height,health,use_internet,fairness,opinion_homosex,manda_speak,educ_fath,educ_moth,food_exp,education_exp,health_exp,educ_parent,married,race,age,weight,party,happiness
13855,1,1,11,40000,110,0,163,5,5,4,3,3,4,3,NA,NA,NA,3.5,1,0,43,60,1,4
13856,0,1,6,15000,30,0,175,5,5,2,1,4,3,3,1200,100,200,3,1,0,20,61.5,1,4
13857,1,1,9,50000,113,1,158,5,5,4,1,4,6,6,NA,NA,NA,6,1,0,33,60,1,5
13858,0,1,4,0,0,0,170,3,1,2,4,2,1,1,2000,0,1000,1,1,0,57,66,1,4
13859,0,1,6,0,120,0,156,3,5,1,1,3,3,3,10000,0,200,3,1,0,24,45,0,1
13862,0,0,3,12000,120,1,166,2,1,2,1,2,1,1,NA,NA,NA,1,1,0,68,51,0,4
13865,0,1,3,2000,33,1,170,4,3,2,2,2,3,1,5000,20000,0,2,1,0,50,55,0,4
13869,1,1,1,3500,90,0,160,2,1,5,1,1,1,1,NA,NA,NA,1,0,0,70,62.5,1,5
13870,1,1,6,0,8,0,163,4,3,3,2,3,3,3,3000,3000,1000,3,0,0,18,55,1,4
13871,0,1,4,2000,92,0,175,3,4,4,1,1,3,3,NA,NA,NA,3,1,0,29,70,0,4
13872,0,1,4,30000,100,1,178,3,4,4,4,2,1,1,NA,NA,NA,1,1,0,55,65,0,4
13873,1,1,3,0,60,0,166,3,1,3,1,1,5,1,NA,NA,NA,3,1,0,40,60,0,3
13875,0,1,6,20000,300,1,180,5,5,1,1,3,4,3,NA,NA,NA,3.5,1,0,44,72,0,4
13877,1,1,12,70000,120,1,160,4,5,3,1,5,6,3,10000,10000,8000,4.5,1,0,32,50,1,4
13878,0,1,12,20000,30,0,178,4,5,2,3,4,6,12,NA,NA,NA,9,0,0,23,74,1,5
13880,0,1,3,10000,30,0,175,3,5,2,1,1,1,1,NA,NA,NA,1,1,0,42,55,0,3
13882,1,1,4,20000,90,1,160,5,5,2,1,4,1,1,NA,NA,NA,1,0,0,39,55,0,4
13883,0,1,6,0,130,0,175,5,2,4,3,3,6,4,NA,NA,NA,5,0,0,19,65,1,4
13884,0,1,4,1800,20,1,170,4,1,4,4,4,3,1,NA,NA,NA,2,0,0,73,55,0,5
13885,0,1,1,30000,130,1,160,1,1,5,1,1,1,1,NA,NA,NA,1,1,0,103,40,0,4
13886,1,1,4,5000,80,1,180,4,1,2,3,2,3,3,5000,0,0,3,1,0,51,60,0,4
13889,1,1,9,40000,20,0,162,4,5,3,1,4,2,3,9999998,2500,3000,2.5,1,0,37,66,0,4
13890,0,1,4,49000,126,0,168,5,1,4,1,3,1,1,NA,NA,NA,1,1,0,52,55,0,5
13891,0,1,4,12500,80,0,158,2,3,1,1,3,1,1,5000,10000,3000,1,1,0,42,61,0,4
13892,0,1,11,15000,60,0,180,5,4,1,1,3,2,1,3000,0,1000,1.5,1,0,63,70,1,4
13893,0,1,4,20000,120,0,175,4,5,1,1,5,3,1,NA,NA,NA,2,1,0,39,65,0,4
13895,1,1,1,0,50,0,160,4,1,4,1,2,1,1,NA,NA,NA,1,1,0,66,65,0,4
13898,0,0,3,30000,150,0,170,3,5,4,1,3,1,1,NA,NA,NA,1,0,0,33,85,0,4
13899,1,1,4,10000,150,0,170,3,1,4,3,3,1,1,NA,NA,NA,1,1,0,49,65,0,4
13900,0,1,11,50000,155,0,170,5,4,4,3,3,4,4,NA,NA,NA,4,1,0,35,80,0,5
13901,0,1,3,7000,160,1,155,3,1,3,1,2,3,1,15000,3000,3000,2,1,0,52,47.5,0,3
13902,0,1,3,3000,150,0,167,4,1,1,5,1,1,1,NA,NA,NA,1,1,0,46,60,0,4
13903,0,1,3,35000,100,0,170,4,3,4,1,3,3,1,10000,40000,35000,2,1,0,50,75,1,4
13904,1,1,7,40000,150,0,160,3,4,4,1,3,1,1,10000,10000,2000,1,1,0,48,65,0,5
13905,0,1,1,30000,78,1,170,5,3,4,1,3,1,1,5000,1500,3000,1,1,0,40,55,0,4
13906,1,1,4,25000,169,0,165,5,3,1,1,3,3,1,5000,6000,600,2,1,0,31,50,0,4
13907,1,1,10,30000,210,0,158,4,4,4,1,4,4,4,NA,NA,NA,4,1,0,32,50,0,4
13908,0,1,3,5000,0,1,175,4,2,2,1,1,4,1,NA,NA,NA,2.5,1,0,45,80,0,4
13909,1,1,1,90000,80,0,162,3,1,3,1,3,1,1,NA,NA,NA,1,1,0,60,65,0,4
13913,1,1,3,20000,30,0,165,2,4,2,1,3,1,1,NA,NA,NA,1,0,0,53,57.5,0,2
13915,0,1,4,35000,360,1,177,5,2,4,1,3,4,4,30000,0,30000,4,1,0,46,81.5,0,4
13916,1,1,12,60000,100,1,160,4,4,4,1,3,3,1,15000,0,0,2,1,0,39,50,0,4
13917,0,1,4,5000,127,1,173,3,1,4,1,2,1,1,NA,NA,NA,1,1,0,64,60,1,4
13918,1,1,10,30000,60,0,170,5,5,2,1,3,6,1,10000,0,0,3.5,1,0,29,60,0,4
13920,1,1,6,0,26,0,160,4,5,4,4,5,6,3,NA,NA,NA,4.5,0,0,18,53,1,4
13921,0,1,6,60000,20,0,178,5,4,4,3,3,4,4,NA,NA,NA,4,1,0,32,75,0,4
13923,0,1,6,48000,130,0,175,5,2,2,1,4,7,1,1000,3000,5000,4,1,0,43,65,0,4
13924,0,1,7,1800,10,1,170,2,1,2,1,3,1,1,800,0,3000,1,1,0,77,65,0,4
13926,0,1,4,10000,150,1,173,3,4,2,1,3,1,1,NA,NA,NA,1,1,0,36,63.5,0,5
13927,1,1,1,2500,80,1,162,2,1,4,1,1,1,1,NA,NA,NA,1,1,0,50,68,0,4
13928,1,1,1,2000,150,0,150,5,1,5,1,1,4,1,NA,NA,NA,2.5,1,0,58,40,0,4
13929,0,0,3,2000,70,1,164,1,1,1,4,3,3,3,NA,NA,NA,3,1,0,60,64,0,2
13930,1,1,3,2000,100,1,150,1,3,2,1,2,1,1,NA,NA,NA,1,1,0,40,50,0,3
13931,1,0,3,8000,150,1,156,2,2,4,1,2,1,1,2000,1000,2000,1,1,0,54,67.5,0,2
13932,1,1,1,9600,44,0,150,3,3,1,1,3,6,3,NA,NA,NA,4.5,0,0,41,45,0,1
13933,1,1,6,50000,170,0,163,3,5,2,3,4,4,4,20000,5000,2000,4,1,0,27,60,0,3
13934,0,1,8,2500,160,0,175,4,5,2,4,3,4,3,NA,NA,NA,3.5,0,0,27,50,0,3
13935,1,1,1,2000,28,1,160,3,1,1,2,5,1,1,NA,NA,NA,1,1,0,73,40,0,3
13936,1,1,3,0,120,0,170,3,1,2,1,3,5,5,5000,0,400,5,1,0,43,70,0,3
13937,1,1,6,0,90,0,158,4,5,3,1,3,3,3,NA,NA,NA,3,0,0,18,50,1,4
13938,1,0,3,3100,120,0,155,2,1,2,1,1,1,1,NA,NA,NA,1,1,0,66,56,0,4
13939,1,1,11,65000,130,0,160,4,4,4,4,4,3,1,NA,NA,NA,2,1,0,35,62.5,0,4
13940,1,1,1,6000,80,1,150,1,1,3,1,2,1,1,NA,NA,NA,1,0,0,69,65,0,5
13941,1,1,4,0,60,0,160,5,5,2,5,4,6,4,20000,2000,800,5,1,0,30,70,0,5
13942,0,1,3,15000,150,1,170,3,1,4,2,2,1,1,NA,NA,NA,1,1,0,58,55,0,5
13944,0,1,4,3500,30,1,170,1,4,4,1,2,4,1,3000,0,20000,2.5,1,0,65,78,0,4
13945,1,1,3,31400,120,1,155,2,1,2,3,3,2,1,NA,NA,NA,1.5,0,0,65,40,0,4
13946,0,1,13,60000,90,0,172,4,5,4,1,3,4,1,40000,0,2000,2.5,1,0,31,74,1,4
13947,1,1,3,0,300,0,150,4,1,4,1,3,1,1,NA,NA,NA,1,1,0,68,63,0,4
13948,1,1,1,10000,40,1,160,4,3,3,2,1,1,1,800,20000,1500,1,1,0,59,55,0,4
13950,1,1,1,0,10,1,160,2,1,4,3,2,1,1,6000,0,5000,1,1,0,63,55,0,4
13951,1,0,4,30000,120,0,156,3,3,1,1,3,6,3,15000,600,6000,4.5,1,0,40,70,0,3
13952,1,1,6,0,140,0,168,5,4,3,1,2,4,4,9999998,9999998,9999998,4,0,0,18,64,0,5
13953,1,1,1,0,35,1,160,2,1,4,1,1,3,1,NA,NA,NA,2,1,0,72,50,0,4
13955,1,1,1,10000,100,0,162,3,3,3,2,3,1,1,NA,NA,NA,1,0,0,52,65,0,4
13956,0,0,3,900,80,1,160,2,1,5,1,4,1,1,4000,0,6000,1,1,0,63,56,0,5
13957,1,1,7,20000,100,1,164,4,5,4,1,4,6,3,NA,NA,NA,4.5,1,0,43,75,0,4
13959,1,1,12,50000,137,0,165,3,5,4,1,3,4,7,NA,NA,NA,5.5,1,0,30,50,1,3
13960,0,1,4,15000,180,1,168,3,1,1,1,3,3,1,NA,NA,NA,2,1,0,46,75,0,4
13963,0,1,4,2000,80,0,170,3,2,2,1,1,3,1,NA,NA,NA,2,1,0,50,60,1,4
13964,1,1,3,0,90,0,153,3,4,3,1,3,3,1,NA,NA,NA,2,1,0,44,60,0,4
13965,0,1,11,50000,90,1,166,5,5,4,1,4,1,1,20000,0,0,1,0,0,30,71,0,4
13967,1,1,1,2000,90,0,160,3,1,4,1,2,1,1,NA,NA,NA,1,0,0,83,50,0,3
13971,0,1,3,30000,42,0,165,1,1,2,1,1,1,1,NA,NA,NA,1,1,0,71,60,0,5
13972,1,1,6,0,51,0,160,5,5,3,1,3,6,3,NA,NA,NA,4.5,1,0,25,46,0,4
13973,1,1,10,50000,130,0,166,5,5,3,3,3,1,1,20000,30000,0,1,1,0,50,60,0,4
13974,1,1,4,0,36,1,160,4,1,5,1,1,14,1,NA,NA,NA,7.5,1,0,63,64,1,5
13975,1,1,10,15000,100,0,164,4,5,3,1,4,6,3,NA,NA,NA,4.5,1,0,31,50,0,3
13976,1,1,3,3000,200,1,165,3,1,3,1,1,1,1,NA,NA,NA,1,1,0,70,56,0,4
13977,1,1,4,0,200,0,155,2,3,4,1,2,1,6,6000,1000,500,3.5,1,0,34,60,0,4
13978,1,1,4,5000,36,0,190,1,5,3,1,2,3,3,NA,NA,NA,3,0,0,41,62.5,0,4
13979,1,1,3,1440,0,1,155,2,1,4,1,1,1,1,NA,NA,NA,1,0,0,71,47.5,0,5
13980,0,1,3,6000,50,0,168,2,1,2,1,2,1,1,NA,NA,NA,1,1,0,51,60,0,2
13981,1,1,3,0,100,1,160,4,3,3,1,1,3,1,NA,NA,NA,2,1,0,47,55,0,4
13983,1,1,3,7000,25,1,160,4,1,2,1,4,1,1,NA,NA,NA,1,1,0,44,55,1,5
13984,0,1,4,20000,100,1,175,4,5,3,1,2,3,1,NA,NA,NA,2,1,0,40,66,0,3
13985,1,1,12,60000,130,0,161,4,3,2,3,4,7,7,NA,NA,NA,7,0,0,24,46,1,4
13987,0,1,4,1500,60,1,170,2,4,1,1,1,3,1,NA,NA,NA,2,1,0,61,63,0,4
13988,1,1,7,64000,112,1,156,4,4,3,1,3,7,1,NA,NA,NA,4,1,0,68,77.5,0,4
13989,0,1,1,15000,120,1,155,2,1,2,1,1,1,1,NA,NA,NA,1,1,0,64,50,0,4
13991,1,1,6,80000,260,0,155,3,4,4,1,3,6,4,NA,NA,NA,5,1,0,27,68,1,4
13992,1,1,12,52000,100,0,170,4,4,4,1,3,6,4,20000,6500,8000,5,1,0,31,33,0,5
13993,0,1,9,50000,110,0,170,4,5,5,5,3,4,3,NA,NA,NA,3.5,1,0,44,67.5,0,5
13994,0,1,3,17000,55,1,160,5,3,1,2,3,1,1,1000,0,1000,1,0,0,43,55,0,4
13996,0,1,6,0,110,1,170,4,1,4,2,3,1,1,NA,NA,NA,1,1,0,55,75,1,4
13997,1,1,6,0,60,0,158,4,5,4,3,4,4,3,NA,NA,NA,3.5,0,0,20,25.5,0,5
13998,0,1,1,3600,200,0,155,1,1,4,1,2,1,1,0,0,2000,1,0,0,75,55,0,4
14001,0,1,4,3000,65,1,173,2,3,2,4,2,4,4,NA,NA,NA,4,1,0,43,70,0,2
14004,1,1,4,20000,100,0,165,5,5,4,1,3,3,3,25000,10000,2500,3,1,0,33,62,0,5
14005,1,1,3,0,120,0,155,3,2,2,1,2,4,3,NA,NA,NA,3.5,1,0,32,56,0,3
14006,1,1,4,1000,48,0,158,3,4,2,1,3,1,1,NA,NA,NA,1,1,0,43,65,0,4
14007,0,1,7,0,0,0,177,4,3,3,1,3,5,4,NA,NA,NA,4.5,0,0,23,55,0,4
14008,1,1,12,50000,100,0,160,4,5,3,3,5,3,3,NA,NA,NA,3,1,0,30,50,1,4
14009,1,1,6,45000,35,1,168,3,3,1,1,2,4,1,NA,NA,NA,2.5,1,0,45,65,0,3
14010,1,1,1,0,30,0,164,2,2,2,1,3,1,1,NA,NA,NA,1,1,0,44,45,0,2
14011,1,1,1,0,35,1,168,1,1,1,1,3,1,1,NA,NA,NA,1,1,0,63,55,0,2
14013,1,1,3,3000,130,1,150,2,3,1,4,3,1,1,2500,0,1500,1,1,0,51,50,0,4
14014,1,1,3,20000,140,1,158,3,1,4,1,1,1,1,NA,NA,NA,1,1,0,64,70,0,4
14015,0,1,3,6000,100,0,166,3,1,3,5,4,1,1,20000,0,4000,1,1,0,63,55,0,4
14016,1,1,1,100000,30,1,165,4,5,4,1,3,6,4,NA,NA,NA,5,1,0,35,55,0,4
14017,1,1,3,0,100,1,156,2,1,1,4,1,4,1,NA,NA,NA,2.5,1,0,62,53,0,4
14018,1,1,1,3000,50,0,163,1,2,4,1,3,1,1,NA,NA,NA,1,0,0,39,50,0,2
14020,1,1,4,3000,60,1,153,5,3,2,3,2,3,4,4000,10000,500,3.5,1,0,38,60,0,4
14021,1,1,10,50000,120,0,161,4,5,3,3,3,4,4,NA,NA,NA,4,1,0,30,57,0,4
14022,0,1,6,24000,380,1,165,3,2,4,1,1,1,1,NA,NA,NA,1,1,0,54,65,0,4
14023,0,1,4,200000,110,0,170,4,5,5,4,2,4,1,NA,NA,NA,2.5,1,0,43,80.5,0,5
14024,1,0,3,1000,80,1,145,3,1,4,3,2,1,1,15000,9999998,500,1,0,0,65,45,0,3
14025,0,1,6,50000,65,0,175,4,5,4,1,4,6,3,NA,NA,NA,4.5,1,0,27,65,0,5
14028,1,1,4,10000,65,0,150,3,1,1,1,3,3,3,20000,8000,5000,3,1,0,33,52.5,0,1
14029,1,1,1,0,120,1,158,1,1,4,1,1,1,1,500,0,7000,1,1,0,53,45,0,5
14030,1,1,4,10000,90,0,150,3,5,2,3,4,1,1,NA,NA,NA,1,1,0,34,56,0,4
14031,1,1,1,24000,80,1,163,5,4,4,1,2,3,1,NA,NA,NA,2,0,0,47,61.5,0,4
14032,0,1,1,20000,98,0,173,3,5,4,1,2,1,1,NA,NA,NA,1,1,0,60,62.5,0,4
14033,0,1,3,12000,80,0,170,2,1,2,2,1,1,1,NA,NA,NA,1,1,0,71,70,0,4
14034,1,1,1,0,130,0,160,1,4,4,1,2,1,1,NA,NA,NA,1,0,0,56,48,0,3
14035,1,1,4,1800,80,0,160,2,1,4,2,1,5,1,1000,0,18000,3,0,0,75,55,0,4
14036,0,1,4,24000,0,0,170,5,4,3,1,5,4,4,50000,0,9999998,4,0,0,31,80,0,4
14037,1,1,4,0,25,0,163,3,5,4,1,3,3,3,NA,NA,NA,3,1,0,28,60,0,4
14040,0,1,12,50000,140,1,173,5,5,1,1,5,1,1,NA,NA,NA,1,1,0,37,74,1,4
14041,0,1,3,20000,140,1,165,5,5,5,1,3,1,1,NA,NA,NA,1,1,0,48,55,0,5
14043,1,1,7,0,300,0,155,4,4,4,1,3,4,3,5000,6000,4000,3.5,1,0,28,48,0,4
14044,0,1,1,20000,100,1,170,4,1,3,1,2,1,1,15000,0,10000,1,1,0,55,60,0,4
14045,0,1,3,5000,100,0,165,3,1,5,1,3,2,1,NA,NA,NA,1.5,1,0,78,55,0,5
14046,0,1,4,8000,90,0,168,4,5,2,1,3,4,1,NA,NA,NA,2.5,1,0,33,70,0,5
14047,1,1,6,0,120,0,163,5,2,2,5,4,6,4,10000,30000,5000,5,0,0,18,63,0,5
14048,1,1,1,700,100,0,150,3,1,4,1,2,1,1,NA,NA,NA,1,0,0,75,60,0,5
14049,1,1,3,1000,105,1,160,3,1,2,3,2,3,1,9999998,8000,2000,2,1,0,41,55,0,2
14050,1,1,6,0,70,0,157,1,4,1,4,3,3,4,NA,NA,NA,3.5,1,0,50,46,0,1
14051,0,1,1,40000,350,1,170,2,1,2,3,1,1,1,NA,NA,NA,1,1,0,67,55,0,4
14052,1,1,10,27600,114,0,160,4,5,4,1,3,3,1,NA,NA,NA,2,1,0,30,57.5,1,4
14053,1,1,12,4000,160,0,166,5,5,4,3,4,9,6,20000,30000,10000,7.5,0,0,19,50,1,4
14054,0,1,12,50000,120,1,183,5,4,3,3,3,4,4,2000,500,600,4,0,0,26,80,1,4
14056,0,1,4,130000,150,1,180,4,5,3,3,1,4,1,NA,NA,NA,2.5,1,0,48,56,0,4
14057,1,1,3,0,63,0,160,5,1,4,1,1,4,1,NA,NA,NA,2.5,1,0,53,56,0,2
14059,0,1,4,2000,100,1,168,3,1,2,1,2,3,1,NA,NA,NA,2,1,0,53,65,0,4
14060,0,1,4,50000,80,0,173,5,4,1,1,3,5,3,NA,NA,NA,4,1,0,30,60,0,4
14061,1,1,1,10000,59,1,155,2,1,2,1,1,5,1,800,600,2000,3,0,0,69,51,0,5
14062,1,1,1,0,50,0,150,2,1,5,1,1,1,1,NA,NA,NA,1,0,0,85,52.5,0,5
14063,1,1,11,45000,120,0,160,4,5,2,4,4,6,3,10000,3000,10000,4.5,1,0,31,50,0,4
14065,1,0,1,0,100,1,160,4,1,4,1,1,1,1,NA,NA,NA,1,1,0,64,42.5,0,4
14066,0,1,3,9500,60,0,172,4,5,4,1,2,4,3,NA,NA,NA,3.5,0,0,32,65,0,4
14067,1,1,4,2800,40,1,150,2,4,3,4,2,3,1,NA,NA,NA,2,1,0,53,46,0,3
14068,0,1,4,20000,100,1,175,4,1,4,1,2,3,1,NA,NA,NA,2,1,0,58,60,0,4
14069,1,1,5,0,20,0,160,3,5,1,1,4,4,3,NA,NA,NA,3.5,1,0,22,60,0,4
14071,0,1,3,6000,50,1,170,3,3,3,3,2,3,1,NA,NA,NA,2,1,0,41,65,0,3
14072,0,1,7,54000,83,1,170,5,5,2,1,3,3,4,NA,NA,NA,3.5,1,0,38,80,0,4
14073,1,1,1,7000,30,0,160,4,1,2,3,3,1,1,4000,0,90000,1,1,0,74,47,0,4
14074,1,1,6,57600,130,1,145,5,1,4,1,4,1,1,48000,0,5000,1,1,0,76,44,0,5
14075,1,1,1,0,60,0,130,3,1,4,3,1,1,1,10000,0,7000,1,1,0,63,55,0,4
14076,0,1,3,0,60,0,168,4,1,3,1,1,3,1,NA,NA,NA,2,1,0,68,55,0,4
14078,1,0,6,2100,240,1,158,5,1,4,1,3,3,1,20000,2500,3000,2,1,0,62,47.5,0,5
14080,0,1,4,3000,91,0,170,4,4,2,1,4,3,3,NA,NA,NA,3,0,0,51,63,0,1
14081,0,1,3,15000,260,1,156,4,1,2,3,3,1,1,7000,5000,1000,1,1,0,71,57,1,4
14082,0,1,4,15000,323,1,174,4,3,2,1,2,4,3,NA,NA,NA,3.5,1,0,50,84,0,5
14083,0,1,3,25000,200,1,175,4,2,4,1,2,3,1,10000,0,0,2,1,0,43,60,0,4
14085,0,1,4,20000,60,0,168,3,1,2,1,2,3,1,NA,NA,NA,2,1,0,39,70,0,2
14086,0,1,4,51600,145,0,175,5,1,2,1,3,1,1,10000,0,3000,1,1,0,69,60,1,2
14087,1,1,3,15000,160,1,155,3,1,4,3,2,1,1,3000,0,1000,1,1,0,53,60,0,3
14088,1,1,4,10000,37,0,157,3,3,2,1,4,4,3,8000,5000,2000,3.5,1,0,27,52.5,0,4
14089,0,1,1,70000,50,0,171,4,4,4,3,3,1,1,NA,NA,NA,1,1,0,44,69,0,4
14091,0,1,1,20000,15,0,165,3,5,1,1,1,1,1,NA,NA,NA,1,1,0,41,64,0,4
14096,0,1,4,60000,120,1,170,5,5,1,1,3,1,1,NA,NA,NA,1,1,0,54,60,0,5
14097,1,1,4,14000,500,0,168,4,5,2,1,2,4,1,NA,NA,NA,2.5,1,0,43,65,0,4
14098,1,1,4,0,66,0,160,3,1,4,1,2,4,1,NA,NA,NA,2.5,1,0,50,52.5,0,4
14099,1,0,4,0,250,0,158,3,5,1,3,3,6,4,NA,NA,NA,5,1,0,30,50,0,4
14101,1,1,1,7000,30,0,155,2,1,4,1,3,1,1,20000,0,0,1,1,0,51,60,0,4
14102,0,1,7,20000,60,0,170,5,5,4,1,3,4,4,NA,NA,NA,4,1,0,32,60,0,4
14103,1,1,6,0,20,0,163,5,5,2,1,4,3,3,NA,NA,NA,3,0,0,20,50,1,5
14104,1,1,1,15000,93,0,164,1,1,4,1,2,1,1,NA,NA,NA,1,1,0,63,70,0,4
14105,0,1,1,3000,200,1,175,5,1,4,1,3,1,1,NA,NA,NA,1,0,0,77,61.5,0,5
14106,1,1,6,45000,200,0,163,4,4,2,1,4,4,4,NA,NA,NA,4,1,0,25,49,1,4
14107,1,1,1,2000,130,1,161,1,1,4,3,1,5,1,NA,NA,NA,3,1,0,66,56,0,5
14108,0,1,4,35000,120,1,170,5,4,4,1,2,2,1,NA,NA,NA,1.5,1,0,50,70,0,4
14109,1,1,1,0,30,0,150,3,1,4,3,1,1,1,NA,NA,NA,1,1,0,76,45,0,4
14110,1,1,10,12000,160,0,162,4,5,2,4,3,4,4,NA,NA,NA,4,1,0,29,55,0,4
14112,0,1,4,3000,160,1,168,3,2,2,3,1,4,3,NA,NA,NA,3.5,1,0,50,75,0,3
14113,0,1,3,30000,100,1,160,3,2,4,1,2,1,1,NA,NA,NA,1,1,0,44,65,0,4
14115,1,1,3,1000,130,1,156,4,1,5,1,1,14,1,NA,NA,NA,7.5,0,0,68,56,0,5
14116,1,1,3,1500,100,1,156,2,1,4,1,1,3,1,NA,NA,NA,2,1,0,62,59,0,4
14117,1,1,1,20000,30,0,155,4,1,2,1,3,1,1,NA,NA,NA,1,1,0,69,60,0,4
14118,1,1,5,0,115,0,163,4,5,1,1,4,1,1,NA,NA,NA,1,1,0,29,55,0,5
14119,1,1,3,0,150,0,157,5,1,4,3,3,1,1,NA,NA,NA,1,1,0,60,65,0,5
14120,0,1,7,8000,150,0,165,4,5,1,1,3,5,3,NA,NA,NA,4,1,0,29,50,0,4
14121,0,1,3,15000,120,1,168,4,2,2,1,3,3,1,5500,0,0,2,1,0,49,55,0,4
14124,1,1,4,10000,210,0,156,4,4,2,2,2,1,1,700,1000,1000,1,1,0,28,55,0,4
14125,1,0,4,2000,95,0,150,2,1,4,1,2,2,1,NA,NA,NA,1.5,1,0,68,43,0,4
14126,0,1,10,48000,80,0,170,5,5,4,1,3,6,4,10000,2000,0,5,1,0,31,65,1,4
14127,0,1,3,6600,150,1,154,2,1,4,1,3,5,5,NA,NA,NA,5,1,0,74,50,0,5
14128,0,1,4,20000,140,1,170,3,1,4,3,2,1,1,20000,0,9999998,1,1,0,74,70,1,5
14129,1,1,10,24000,100,0,160,3,5,2,1,3,4,4,NA,NA,NA,4,0,0,23,53.5,1,3
14130,0,1,6,8000,72,1,167,3,4,4,1,3,4,1,NA,NA,NA,2.5,1,0,56,60,0,4
14131,0,1,3,5000,20,1,155,2,1,4,3,1,1,1,400,0,500,1,0,0,75,52.5,0,4
14132,0,1,4,16000,120,1,172,1,4,2,1,2,3,1,NA,NA,NA,2,1,0,61,60,1,4
14133,0,1,3,0,100,0,165,4,2,2,3,2,1,1,12000,0,0,1,1,0,69,50,1,4
14134,1,1,3,1000,100,1,162,4,1,4,3,2,1,1,5000,0,0,1,1,0,52,62,0,4
14136,1,1,1,6000,30,0,150,1,1,3,3,1,1,1,NA,NA,NA,1,1,0,67,45,0,2
14137,0,1,4,3000,100,1,159,3,5,5,1,3,1,1,NA,NA,NA,1,1,0,60,55,0,1
14138,1,1,4,5000,150,1,165,3,1,4,2,2,1,1,5000,0,1000,1,1,0,52,60,0,4
14139,1,1,4,3000,120,1,170,3,4,1,1,2,5,1,NA,NA,NA,3,1,0,48,70,0,4
14140,0,0,1,0,100,0,150,2,1,5,3,2,1,1,20000,0,1000,1,0,0,49,60,0,5
14141,1,1,4,10000,100,1,158,5,1,3,1,3,6,1,NA,NA,NA,3.5,1,0,51,50,0,5
14142,0,1,3,1400,20,0,130,1,1,4,3,1,1,1,NA,NA,NA,1,0,0,61,41.5,0,3
14143,0,1,3,2400,80,1,172,2,2,4,1,3,1,1,1000,500,1500,1,0,0,41,52,0,2
14144,1,0,3,10000,350,1,156,4,1,2,2,3,1,1,NA,NA,NA,1,1,0,49,55,0,4
14146,0,1,1,10000,70,1,165,5,1,4,1,2,1,1,NA,NA,NA,1,1,0,67,70,0,3
14147,0,1,3,6500,20,1,170,2,1,1,1,1,4,1,1500,0,20000,2.5,1,0,65,50,0,4
14148,0,1,2,7000,70,1,152,2,2,4,1,3,2,1,NA,NA,NA,1.5,1,0,60,60,0,2
14149,1,1,1,0,70,1,165,2,1,2,3,2,1,1,NA,NA,NA,1,1,0,47,50,0,2
14151,1,1,1,0,255,0,164,2,1,2,1,1,1,1,10000,0,17000,1,1,0,61,60,0,4
14152,0,1,6,100000,20,0,175,5,5,2,2,3,5,5,NA,NA,NA,5,0,0,22,50,0,4
14153,1,1,4,300,120,0,150,4,1,5,1,2,2,1,NA,NA,NA,1.5,1,0,75,40,0,4
14154,0,1,3,10000,0,1,170,2,1,4,1,1,1,1,NA,NA,NA,1,1,0,54,65,0,2
14155,0,0,4,15000,80,0,177,4,5,3,1,3,6,4,NA,NA,NA,5,1,0,35,72.5,0,4
14156,1,1,4,7500,300,0,156,3,3,2,1,3,4,3,12000,15000,100,3.5,1,0,43,52,0,4
14157,1,1,6,0,25,0,170,4,3,2,3,3,4,3,10000,0,2000,3.5,1,0,24,72.5,1,2
14158,0,1,4,15000,50,0,175,5,4,4,2,2,3,3,NA,NA,NA,3,1,0,40,70,0,4
14159,1,1,3,0,80,0,160,1,1,3,3,2,5,5,10000,0,3000,5,1,0,50,50,0,2
14160,0,1,4,3000,50,1,162,2,1,4,3,1,1,1,NA,NA,NA,1,1,0,75,59,0,3
14162,0,1,4,15000,350,1,170,2,1,4,1,2,1,1,NA,NA,NA,1,1,0,54,75,0,4
14164,1,1,3,0,130,0,150,4,1,4,1,1,5,5,NA,NA,NA,5,1,0,57,64,0,5
14165,1,1,1,5000,0,1,164,2,1,2,3,2,1,1,NA,NA,NA,1,1,0,58,60,0,4
14166,0,1,1,3000,150,0,168,2,1,3,3,1,1,1,NA,NA,NA,1,0,0,66,45,0,3
14170,0,1,4,15000,400,1,167,2,1,2,1,2,1,1,4000,1000,6000,1,1,0,58,55,0,4
14171,0,1,3,4800,12,1,170,3,1,4,1,2,1,1,3000,0,10000,1,1,0,71,60,0,4
14174,1,1,1,7000,120,1,163,2,1,2,2,2,1,1,5000,0,16000,1,1,0,56,47.5,0,1
14175,1,1,1,0,90,1,170,1,1,4,1,2,1,1,4000,0,3000,1,1,0,43,70,0,4
14176,1,1,3,5000,100,0,161,4,3,3,3,1,5,5,20000,0,9999998,5,1,0,43,59,0,4
14177,0,0,4,20000,100,0,166,3,5,4,3,5,3,3,NA,NA,NA,3,0,0,24,45,1,4
14178,1,1,4,3000,70,0,155,1,1,4,1,2,1,1,NA,NA,NA,1,1,0,54,70,0,4
14180,0,1,4,15000,100,1,175,2,4,4,1,2,1,1,NA,NA,NA,1,1,0,49,60,0,4
14181,1,1,1,0,120,1,151,1,1,4,3,1,1,1,1000,0,30000,1,0,0,85,50,0,2
